>>> Running tests for x64.release
Total: 3102 tests
 *  309 tests will be skipped
 *    4 tests are expected to timeout sometimes
 *    2 tests are expected to be flaky but not crash
 * 2736 tests are expected to pass
 *    0 tests are expected to fail that we won't fix
 *    7 tests are expected to fail that we should fix
No connection to distribution server; running tests locally.
Running 2762 tests
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/string-match.js (124:0)
=== mjsunit/string-oom-array-join ===
--- stderr ---
--- stdout ---
Uncaught Did not throw exception

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (208:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (384:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/string-oom-array-join.js (18:0)
=== mjsunit/string-oom-concat ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/string-oom-replace-global-regexp-with-string ===
--- stderr ---
--- stdout ---
Uncaught Did not throw exception

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (208:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (384:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/string-oom-replace-global-regexp-with-string.js (22:0)
=== mjsunit/string-oom-replace-regexp-global-with-function ===
--- stderr ---
--- stdout ---
Uncaught Did not throw exception

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (208:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (384:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/string-oom-replace-regexp-global-with-function.js (18:0)
=== mjsunit/string-replace ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <"d"> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/string-replace.js (167:2)
function replace() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/string-replace.js (35:23)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/string-replace.js (197:0)
=== mjsunit/string-slices-regexp ===
--- stderr ---
--- stdout ---
Uncaught Failure (RegExp.$1): expected <"regexp"> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/string-slices-regexp.js (58:2)
=== mjsunit/string-split ===
--- stderr ---
--- stdout ---
Uncaught Failure (array length): expected <1> found <2>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (312:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/string-split.js (197:0)
=== mjsunit/string-wrapper ===
--- stderr ---
=== mjsunit/substr ===
--- stderr ---
--- stdout ---
Line 159: Unexpected token let
=== mjsunit/to_number_order ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/to_number_order.js (89:18)
=== mjsunit/with-leave ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: x is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/with-leave.js (100:24)
=== mjsunit/asm/b5528-comma ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/asm/b5528-comma.js (14:12)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/asm/b5528-comma.js (27:18)
=== mjsunit/asm/math-clz32 ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/asm/math-clz32.js (14:11)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/asm/math-clz32.js (24:17)
=== mjsunit/asm/pointer-masking ===
--- stderr ---
--- stdout ---
Line 13: Unexpected token const
=== mjsunit/asm/regress-660813 ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token const
=== mjsunit/compiler/objectliterals ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <42> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/compiler/objectliterals.js (82:0)
=== mjsunit/compiler/regress-3786 ===
--- stderr ---
=== mjsunit/compiler/regress-445907 ===
--- stderr ---
--- TIMEOUT ---
=== mjsunit/es6/array-concat-revoked-proxy-1 ===
--- stderr ---
--- stdout ---
Line 8: Unexpected token (
=== mjsunit/es6/array-concat-revoked-proxy-2 ===
--- stderr ---
--- stdout ---
Line 8: Unexpected token (
=== mjsunit/es6/array-concat ===
--- stderr ---
--- stdout ---
Line 205: Unexpected token class
=== mjsunit/es6/array-copywithin ===
--- stderr ---
--- stdout ---
Uncaught TypeError: cannot convert undefined into object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/array-copywithin.js (6:15)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/array-copywithin.js (9:0)
=== mjsunit/es6/array-fill ===
--- stderr ---
--- stdout ---
Uncaught TypeError: cannot convert undefined into object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/array-fill.js (9:16)
=== mjsunit/es6/array-find ===
--- stderr ---
--- stdout ---
Uncaught TypeError: cannot convert undefined into object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/array-find.js (55:16)
=== mjsunit/es6/array-findindex ===
--- stderr ---
--- stdout ---
Uncaught TypeError: cannot convert undefined into object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/array-findindex.js (55:16)
=== mjsunit/es6/array-from ===
--- stderr ---
--- stdout ---
Line 69: Unexpected token yield
=== mjsunit/es6/array-length ===
--- stderr ---
=== mjsunit/es6/array-of ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/array-of.js (29:6)
=== mjsunit/es6/array-species-neg-zero ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Symbol is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/array-species-neg-zero.js (29:14)
=== mjsunit/es6/array-species ===
--- stderr ---
--- stdout ---
Line 11: Unexpected token class
=== mjsunit/es6/array-tostring ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/es6/arraybuffer-species ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token class
=== mjsunit/es6/arrow-functions-lexical-arguments ===
--- stderr ---
=== mjsunit/es6/arrow-functions-this ===
--- stderr ---
=== mjsunit/es6/arrow-functions ===
--- stderr ---
=== mjsunit/es6/arrow-rest-params-lazy-parsing ===
--- stderr ---
--- stdout ---
Line 6: Unexpected token ...
=== mjsunit/es6/arrow-rest-params ===
--- stderr ---
--- stdout ---
Line 6: Unexpected token ...
=== mjsunit/es6/block-conflicts-sloppy ===
--- stderr ---
--- stdout ---
Uncaught Failure (global:'let x;var x;'): expected <"Conflict"> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/block-conflicts-sloppy.js (47:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/block-conflicts-sloppy.js (57:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/block-conflicts-sloppy.js (106:4)
=== mjsunit/es6/block-conflicts ===
--- stderr ---
--- stdout ---
Uncaught Failure (global:'let x;var x;'): expected <"Conflict"> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/block-conflicts.js (47:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/block-conflicts.js (57:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/block-conflicts.js (106:4)
=== mjsunit/es6/block-const-assign-sloppy ===
--- stderr ---
--- stdout ---
Line 32: Unexpected token const
=== mjsunit/es6/block-const-assign ===
--- stderr ---
--- stdout ---
Line 34: Unexpected token const
=== mjsunit/es6/block-eval-var-over-let ===
--- stderr ---
--- stdout ---
Line 9: Unexpected token let
=== mjsunit/es6/block-for-sloppy ===
--- stderr ---
--- stdout ---
Line 30: Unexpected token let
=== mjsunit/es6/block-for ===
--- stderr ---
--- stdout ---
Line 32: Unexpected token let
=== mjsunit/es6/block-leave-sloppy ===
--- stderr ---
--- stdout ---
Line 34: Unexpected token let
=== mjsunit/es6/block-leave ===
--- stderr ---
--- stdout ---
Line 36: Unexpected token let
=== mjsunit/es6/block-let-contextual-sloppy ===
--- stderr ---
--- stdout ---
Line 8: Unexpected token let
=== mjsunit/es6/block-let-declaration-sloppy ===
--- stderr ---
--- stdout ---
Line 31: Unexpected token let
=== mjsunit/es6/block-let-declaration ===
--- stderr ---
--- stdout ---
Line 33: Unexpected token let
=== mjsunit/es6/block-let-semantics-sloppy ===
--- stderr ---
--- stdout ---
Line 89: Unexpected token of
=== mjsunit/es6/block-let-semantics ===
--- stderr ---
--- stdout ---
Line 91: Unexpected token of
=== mjsunit/es6/block-scope-class ===
--- stderr ---
--- stdout ---
Uncaught SyntaxError: Line 1: Unexpected token class:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/block-scope-class.js (8:22)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/block-scope-class.js (24:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/block-scope-class.js (29:0)
=== mjsunit/es6/block-scoping-top-level-sloppy ===
--- stderr ---
--- stdout ---
Line 5: Unexpected token let
=== mjsunit/es6/block-scoping-top-level ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token let
=== mjsunit/es6/block-sloppy-function ===
--- stderr ---
--- stdout ---
Line 57: Unexpected token let
=== mjsunit/es6/built-in-accessor-names ===
--- stderr ---
--- stdout ---
Line 24: Unexpected token let
=== mjsunit/es6/catch-parameter-redeclaration ===
--- stderr ---
=== mjsunit/es6/class-property-name-eval-arguments ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token class
=== mjsunit/es6/classes-derived-return-type ===
--- stderr ---
--- stdout ---
Line 6: Unexpected token class
=== mjsunit/es6/classes-experimental ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token class
=== mjsunit/es6/classes-lazy-parsing ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token class
=== mjsunit/es6/classes-subclass-arrays ===
--- stderr ---
--- stdout ---
Line 8: Unexpected token class
=== mjsunit/es6/classes-super ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token class
=== mjsunit/es6/completion ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <undefined> found <42>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/completion.js (7:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/completion.js (18:0)
=== mjsunit/es6/computed-property-names-classes ===
--- stderr ---
--- stdout ---
Line 14: Unexpected token class
=== mjsunit/es6/computed-property-names-object-literals-methods ===
--- stderr ---
--- stdout ---
Line 13: Unexpected token (
=== mjsunit/es6/computed-property-names ===
--- stderr ---
--- stdout ---
Uncaught Failure (array element at index 0): expected <"1"> found <"a">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (315:8)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/computed-property-names.js (39:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/computed-property-names.js (32:0)
=== mjsunit/es6/default-parameters-destructuring ===
--- stderr ---
=== mjsunit/es6/default-parameters ===
--- stderr ---
=== mjsunit/es6/destructuring-assignment-lazy ===
--- stderr ---
=== mjsunit/es6/destructuring-assignment ===
--- stderr ---
--- stdout ---
Line 70: Unexpected token =>
=== mjsunit/es6/destructuring ===
--- stderr ---
=== mjsunit/es6/empty-for ===
--- stderr ---
--- stdout ---
Line 31: Unexpected token const
=== mjsunit/es6/for-each-in-catch ===
--- stderr ---
=== mjsunit/es6/for-of ===
--- stderr ---
--- stdout ---
Line 9: Unexpected token of
=== mjsunit/es6/function-length-configurable ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <true> found <false>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (340:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/function-length-configurable.js (37:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/function-length-configurable.js (28:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/function-length-configurable.js (46:0)
=== mjsunit/es6/function-name-configurable ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <""> found <"Function">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/function-name-configurable.js (93:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/function-name-configurable.js (91:0)
=== mjsunit/es6/function-name ===
--- stderr ---
--- stdout ---
Line 9: Unexpected token let
=== mjsunit/es6/function-prototype-name ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <""> found <"Function">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (290:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/function-prototype-name.js (9:0)
=== mjsunit/es6/generator-destructuring ===
--- stderr ---
=== mjsunit/es6/generators-parsing ===
--- stderr ---
--- stdout ---
Line 31: Unexpected token yield
=== mjsunit/es6/generators-poisoned-properties ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <false> found <true>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (345:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/generators-poisoned-properties.js (7:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/generators-poisoned-properties.js (9:0)
=== mjsunit/es6/generators-runtime ===
--- stderr ---
--- stdout ---
Line 34: Unexpected token yield
=== mjsunit/es6/generators-states ===
--- stderr ---
--- stdout ---
Line 22: Unexpected token yield
=== mjsunit/es6/hasinstance-symbol ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Symbol is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/hasinstance-symbol.js (10:19)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/hasinstance-symbol.js (15:0)
=== mjsunit/es6/instanceof ===
--- stderr ---
--- stdout ---
Line 54: Unexpected token =>
=== mjsunit/es6/iteration-semantics ===
--- stderr ---
--- stdout ---
Line 37: Unexpected token yield
=== mjsunit/es6/iteration-syntax ===
--- stderr ---
--- stdout ---
Line 32: Unexpected token of
=== mjsunit/es6/iterator-close ===
--- stderr ---
--- stdout ---
Line 6: Unexpected token yield
=== mjsunit/es6/iterator-prototype ===
--- stderr ---
--- stdout ---
Line 48: Unexpected token of
=== mjsunit/es6/json ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Symbol is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/json.js (7:28)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/json.js (19:0)
=== mjsunit/es6/map-minus-zero ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Map is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/map-minus-zero.js (11:14)
=== mjsunit/es6/math-cbrt ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/math-cbrt.js (9:17)
=== mjsunit/es6/math-hypot ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/math-hypot.js (55:17)
=== mjsunit/es6/math-log1p ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/math-log1p.js (9:17)
=== mjsunit/es6/math-sign ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/math-sign.js (55:34)
=== mjsunit/es6/math ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Symbol is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/math.js (7:28)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/math.js (19:0)
=== mjsunit/es6/method-name-eval-arguments ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token (
=== mjsunit/es6/new-target ===
--- stderr ---
--- stdout ---
Line 10: Unexpected token class
=== mjsunit/es6/numeric-literals ===
--- stderr ---
--- stdout ---
Line 29: Unexpected token ILLEGAL
=== mjsunit/es6/object-assign ===
--- stderr ---
=== mjsunit/es6/object-literals-property-shorthand ===
--- stderr ---
--- stdout ---
Line 8: Unexpected token }
=== mjsunit/es6/object-tostring ===
--- stderr ---
=== mjsunit/es6/pattern-brand-check ===
--- stderr ---
--- stdout ---
Line 23: Unexpected token (
=== mjsunit/es6/promise-internal-setter ===
--- stderr ---
--- stdout ---
Line 13: Unexpected token class
=== mjsunit/es6/promise-lookup-getter-setter ===
--- stderr ---
--- stdout ---
Line 5: Unexpected token let
=== mjsunit/es6/prototype-ordinary-objects ===
--- stderr ---
--- stdout ---
Line 51: Unexpected token of
=== mjsunit/es6/proxies-accesschecks ===
--- stderr ---
--- stdout ---
Line 8: Unexpected token (
=== mjsunit/es6/proxies-apply ===
--- stderr ---
--- stdout ---
Line 93: Unexpected token =>
=== mjsunit/es6/proxies-bind ===
--- stderr ---
--- stdout ---
Line 63: Unexpected token (
=== mjsunit/es6/proxies-construct ===
--- stderr ---
--- stdout ---
Line 22: Unexpected token (
=== mjsunit/es6/proxies-define-property ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Proxy is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-define-property.js (23:16)
=== mjsunit/es6/proxies-delete-property ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token (
=== mjsunit/es6/proxies-example-membrane ===
--- stderr ---
--- stdout ---
Line 33: Unexpected token let
=== mjsunit/es6/proxies-for ===
--- stderr ---
--- stdout ---
Line 49: Unexpected token (
=== mjsunit/es6/proxies-get-own-property-descriptor ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Proxy is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-get-own-property-descriptor.js (42:16)
=== mjsunit/es6/proxies-get-prototype-of ===
--- stderr ---
=== mjsunit/es6/proxies-global-reference ===
--- stderr ---
--- stdout ---
Line 6: Unexpected token (
=== mjsunit/es6/proxies-has-own-property ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Proxy is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-has-own-property.js (11:16)
=== mjsunit/es6/proxies-has ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Proxy is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-has.js (21:16)
=== mjsunit/es6/proxies-hash ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Set is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-hash.js (102:8)
=== mjsunit/es6/proxies-integrity ===
--- stderr ---
--- stdout ---
Line 13: Unexpected token const
=== mjsunit/es6/proxies-is-extensible ===
--- stderr ---
=== mjsunit/es6/proxies-json ===
--- stderr ---
--- stdout ---
Line 38: Unexpected token =>
=== mjsunit/es6/proxies-keys ===
--- stderr ---
=== mjsunit/es6/proxies-object-assign ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Proxy is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-object-assign.js (19:16)
=== mjsunit/es6/proxies-ownkeys ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Proxy is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-ownkeys.js (21:16)
=== mjsunit/es6/proxies-prevent-extensions ===
--- stderr ---
=== mjsunit/es6/proxies-property-is-enumerable ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Proxy is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-property-is-enumerable.js (11:16)
=== mjsunit/es6/proxies-prototype-target-stackoverflow ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Proxy is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-prototype-target-stackoverflow.js (9:14)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-prototype-target-stackoverflow.js (15:0)
=== mjsunit/es6/proxies-revocable ===
--- stderr ---
=== mjsunit/es6/proxies-set-prototype-of ===
--- stderr ---
=== mjsunit/es6/proxies-set ===
--- stderr ---
=== mjsunit/es6/proxies-with-unscopables ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Proxy is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-with-unscopables.js (9:18)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/proxies-with-unscopables.js (35:0)
=== mjsunit/es6/proxies-with ===
--- stderr ---
--- stdout ---
Line 73: Unexpected token (
=== mjsunit/es6/reflect-apply ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Reflect is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/reflect-apply.js (7:18)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/reflect-apply.js (11:0)
=== mjsunit/es6/reflect-get-own-property-descriptor ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Reflect is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/reflect-get-own-property-descriptor.js (75:17)
=== mjsunit/es6/reflect-get-prototype-of ===
--- stderr ---
--- stdout ---
Line 92: Unexpected token of
=== mjsunit/es6/reflect-own-keys ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Reflect is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/reflect-own-keys.js (64:11)
=== mjsunit/es6/reflect-set-prototype-of ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Symbol is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/reflect-set-prototype-of.js (85:2)
=== mjsunit/es6/reflect ===
--- stderr ---
--- stdout ---
Line 94: Unexpected token let
=== mjsunit/es6/regexp-constructor ===
--- stderr ---
--- stdout ---
Line 22: Unexpected token let
=== mjsunit/es6/regexp-flags ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <false> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (345:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/es6/regexp-flags.js (14:0)
